335	5943.682087	1847.247288	474.565936
136	4879.645584	1947.852171	487.64009
334	5944.503487	1851.022214	166.382547
331	5946.825834	1852.180229	-876.148513
330	5949.478131	1852.243763	-1256.3049
132	4880.166942	1948.37985	-875.603895
133	4880.398676	1948.129473	-506.221529
135	4880.560801	1948.788115	180.819808
346	5942.636133	2693.011883	778.171775
224	5257.776493	2533.174413	374.962165
344	5942.711671	2694.610755	199.297667
223	5258.330814	2533.782298	-40.586188
462	7022.739142	3265.125964	-226.524987
452	7023.850235	2664.703429	-227.06544
377	5924.811182	5334.746146	1499.862623
374	5926.16582	5336.49217	308.1097
375	5927.161776	5336.009365	703.615674
376	5925.328791	5335.337047	1105.323171
373	5926.304579	5338.049883	-99.810599
372	5929.150134	5336.579135	-488.908763
371	5928.444698	5337.075871	-878.991721
370	5929.104546	5336.910141	-1252.556059
161	4868.93738	4589.78325	-1246.97878
162	4868.05566	4586.32922	-870.501
163	4866.92366	4586.10016	-463.11083
164	4866.41689	4586.19739	-73.95621
165	4866.05038	4585.24154	311.71593
166	4865.86615	4586.25145	723.28613
167	4865.82339	4585.88073	1112.26825
158	4866.23481	3645.033	                1178.82289
156	4866.43171	3644.90487	483.34694
154	4866.18976	3645.40537	-115.52294
364	5929.572617	4537.325915	304.421109
365	5930.479832	4535.711572	710.511576
366	5927.562518	4536.307239	1115.5579
367	5929.938535	4535.031027	1501.321352
357	5933.674027	3691.949165	1170.520361
356	5936.250117	3692.717709	796.234495
355	5936.302816	3692.666667	489.204224
354	5937.00054	3692.73692	194.47846
353	5937.75538	3693.50542	-112.36984
142	4873.855483	2849.508738	-880.132966
450	7013.134759	2654.811493	-1453.347783
460	7011.19596	3255.64888	-1453.070394
221	5259.796326	2532.895609	-853.668676
343	5943.698834	2693.224285	-106.646858
342	5945.631803	2694.438914	-490.496894
337	5942.735702	1850.811511	1112.184141
430	7016.231535	1404.186273	-1454.798217
